Structure [idcode]	label	fragment	type	risk
dmVL`JFU@HReYyjjf`@	r3	mol	reproductive	high
dmWH`DphCpRjyfZjj`@	r3	mol	reproductive	high
dmtB@@QeR[f]FV``H@@	r3	mol	reproductive	high
dmtB@@QeR[f_FV``H@@	r3	mol	reproductive	high
dmtD@@UIfU|YZB@`@@	r3	mol	reproductive	high
dmtD@@WHhhhiVF@bJ@@	r3	mol	reproductive	high
dmtD@@iJ[g_ahHBP@@	r3	mol	reproductive	high
dmtD@@kIEEHeYV`j@@@	r3	mol	reproductive	high
dmtH@@RYeY[hBBh@@	r3	mol	reproductive	high
dmtH@@Rfuu[j@BXBA`	r3	mol	reproductive	high
dmtL@@SdfVyyUjB@@@	r3	mol	reproductive	high
dmtL@@YTf[gqehHB@@	r3	mol	reproductive	high
dmtL@@yTee[VE`BJ@@	r3	mol	reproductive	high
dmt`@@kaRe[vI`BFhBF`	r3	mol	reproductive	high
dmu@@@aJueXYj`@`@@	r3	mol	reproductive	high
dmu@@@aJue\Yj`@`@@	r3	mol	reproductive	high
dmu@@@aJufVUj`H@@@	r3	mol	reproductive	high
dmu@`ITICHhhdbfz@`j@@	r3	mol	reproductive	high
dmu@`ITLSHhhdbfz@`j@@	r3	mol	reproductive	high
dmuD`LVD@HrRRqIXYV`@`@@	r3	mol	reproductive	high
dmuDaBWaBHJQ{HhheEVfBAb@@	r3	mol	reproductive	high
dmuH@HPDefUyUjB@@@	r3	mol	reproductive	high
dmuL@DTAeIf]XfZjih@@	r3	mol	reproductive	high
dmuL@DpFUIeY~nZijd@@	r3	mol	reproductive	high
dmv@@@Rf~UeZj@@@@	r3	mol	reproductive	high
dmvD@DATf^Uqej@B@@	r3	mol	reproductive	high
dmvD@E@dfYwVzB@j@@	r3	mol	reproductive	high
dmvD@EADfyW^Ejjj`@	r3	mol	reproductive	high
dmvD@NADfVyyUjB@@@	r3	mol	reproductive	high
dmvDPDePbAbDfUmjZ@Bf@@	r3	mol	reproductive	high
dmvD`EJPqDfY}VzB@j@@	r3	mol	reproductive	high
dmvD`La@BLddlTReUhB@@@	r3	mol	reproductive	high
dmvD`NePBDig{ljfZf`@	r3	mol	reproductive	high
dmvH@FCHhhhdYUhJ@@@	r3	mol	reproductive	high
dmvL@FAIR[f^EV```@@	r3	mol	reproductive	high
dmvLaFFUCDZYyIe[fn`BF`@@	r3	mol	reproductive	high
dmw@@@aDiUmYUj`@@`H	r3	mol	reproductive	high
dmw@@@aLdRbaReVj@@B@`	r3	mol	reproductive	high
dmwDAHEPRISlbfbRazV`BH@@	r3	mol	reproductive	high
dmwDAHYPRISdfygQehHB@@	r3	mol	reproductive	high
do\@T@dDdLdJdFdAdEdCdKdGdLbdLaffdjjjjh@@	r3	mol	reproductive	high
do\J@@imMJUUUUjjjjh@@	r3	mol	reproductive	high
do\L@@idiUUUVjjjj`@	r3	mol	reproductive	high
do\NPHQevw@DHDrRYJKJHqjfii`@	r3	mol	reproductive	high
do]B@L\Dv|bbtTTUTZjjjX@@	r3	mol	reproductive	high
do^J`CaLKP|LddqbbTlZijfhHi@	r3	mol	reproductive	high
do^bAHs[\DxXeNrJYQQEIQjiji`@	r3	mol	reproductive	high
do|D@@QIn[WVeVj@Bj@@	r3	mol	reproductive	high
do|D@@uJYU]]zZBBJj@@	r3	mol	reproductive	high
do|H@@RV^UviUj`@j`@@	r3	mol	reproductive	high
do|H@@rJIKJQFRf`@jjh@@	r3	mol	reproductive	high
do|H@@rJJIHiIIn`HJjh@@	r3	mol	reproductive	high
do|J@@S[_HheDdeDYMjBBb`@@	r3	mol	reproductive	high
do|L@@iTinU]_ihHHjXBC`	r3	mol	reproductive	high
do|L`BmpbDfYU]Ya``biX@@	r3	mol	reproductive	high
do|hHLJkL@bYAYCYCIEEMMHi|jfZjfh@@	r3	mol	reproductive	high
do|h`LInT@aJYV}zFZZjVj`@	r3	mol	reproductive	high
do}B`K^DxpBLddLRRVbgUhHHZ@@	r3	mol	reproductive	high
do}DPAuSBHJHRYg]nVzB@ij`@@	r3	mol	reproductive	high
do}DPAuSCDJHRYgunVzB@ij`@@	r3	mol	reproductive	high
do}H@DpLbbbLRVTWVj`@j@@	r3	mol	reproductive	high
do}`@@pjX|dTTRfb\k`Hbjj@@	r3	mol	reproductive	high
do~B@BAC_HiiMhdh]mjj@H`@@	r3	mol	reproductive	high
do~B@BAK]InVuf[fjjif`@	r3	mol	reproductive	high
do~D@DAdfuke^wZjhH@@@	r3	mol	reproductive	high
do~J@BAFM|bfffbRavvjh@b@@	r3	mol	reproductive	high
do~L@CB]RfyV~^F`HJj`@@	r3	mol	reproductive	high
do~L@GBnrQSQQIGHUhHbJh@@	r3	mol	reproductive	high
do~L@LANRYye[iujBBJ`@@	r3	mol	reproductive	high
do~L@M@iRYg^ufzB@jj`@@	r3	mol	reproductive	high
doBAHXpSAb\yIgUnUmvji`@@@	r3	mol	reproductive	high
doD@Ds`gHhhcDliIUjiijh@@	r3	mol	reproductive	high
doD@HPpEIYunUmvji`@@@	r3	mol	reproductive	high
eFA@lbrJ@	r3	mol	reproductive	high
eFA@lhbL@	r3	mol	reproductive	high
eFAADdRJ@	r3	mol	reproductive	high
eFABHhbL@	r3	mol	reproductive	high
eFABljrL@	r3	mol	reproductive	high
eFACDlRL@	r3	mol	reproductive	high
eFB@Jc@@	r3	mol	reproductive	high
eFBBHc@@	r3	mol	reproductive	high
eFBBPc@@	r3	mol	reproductive	high
eFBCDc@@	r3	mol	reproductive	high
eFDBb`@	r3	mol	reproductive	high
eFHBJ@	r3	mol	reproductive	high
eFHBL@	r3	mol	reproductive	high
eFJHbHh@	r3	mol	reproductive	high
eFPBc@@	r3	mol	reproductive	high
eFhXNic@@	r3	mol	reproductive	high
eMA@HPaIT@	r3	mol	reproductive	high
eMA@JXaIh@	r3	mol	reproductive	high
eMABPYAIh@	r3	mol	reproductive	high
eMBBHRZ@	r3	mol	reproductive	high
eMCALhabHz@	r3	mol	reproductive	high
eMDARU@	r3	mol	reproductive	high
eMDARZ@	r3	mol	reproductive	high
eMFI@bMP@	r3	mol	reproductive	high
eMFIBrMP@	r3	mol	reproductive	high
eMHAIX@	r3	mol	reproductive	high
eMHAIh@	r3	mol	reproductive	high
eMHBN`@	r3	mol	reproductive	high
eMIHdFPRZ@	r3	mol	reproductive	high
eMPAR^@	r3	mol	reproductive	high
eMPBch@	r3	mol	reproductive	high
eM`AIx@	r3	mol	reproductive	high
eMdXZWde`@	r3	mol	reproductive	high
eMhDRV@	r3	mol	reproductive	high
eOBBHcfh@	r3	mol	reproductive	high
eOHBNZ`@	r3	mol	reproductive	high
fH@@	r3	mol	reproductive	high
fH`P@@	r3	mol	reproductive	high
fH`T@@	r3	mol	reproductive	high
fH`X@@	r3	mol	reproductive	high
fHap@@	r3	mol	reproductive	high
fHbd@@	r3	mol	reproductive	high
fHbh@@	r3	mol	reproductive	high
fHcP@@	r3	mol	reproductive	high
fHcd@@	r3	mol	reproductive	high
fHdH@@	r3	mol	reproductive	high
fHdP@@	r3	mol	reproductive	high
fHe@@@	r3	mol	reproductive	high
fHep@@	r3	mol	reproductive	high
fHf@@@	r3	mol	reproductive	high
fI@@	r3	mol	reproductive	high
f`aA@@@ILsKWRpTADUUP@@	r3	mol	reproductive	high
f`aA@@@YEEDdTddf\`HJjj@@@	r3	mol	reproductive	high
f`aA`D@HdclbfdQTtRSoMUTp@@@@	r3	mol	reproductive	high
f`aI`@BJ]xBAIMrlvkYsUTuRt@@	r3	mol	reproductive	high
f`aPP@B\@bwlbfdRLRTIgMUT@Q@@@	r3	mol	reproductive	high
f`aPP`M^djs`QAHa`PXHrJJJYRZr\EADBtl@@@	r3	mol	reproductive	high
f`aPRDL^`cQ`AAnrRPjIIQUJlmPPLT@@@	r3	mol	reproductive	high
f`aP`@DJA{HdiEDXhkKRuSUTl@@	r3	mol	reproductive	high
f`aP`@LV@cHhmEDidYISTAAUP@@	r3	mol	reproductive	high
f`aQB@NJdBHRYWVyncH@JZjp@@	r3	mol	reproductive	high
f`a`C@C@dDRFICHiCDeBhlJUT@EUP@@	r3	mol	reproductive	high
f`a`P@B@TZvQQQIIRsHTfiZfZd@@	r3	mol	reproductive	high
f`a``@M@PdwMkjteMT@ES@@@	r3	mol	reproductive	high
f`aa`@D@IiIeyWUYJZh@Jj@@@	r3	mol	reproductive	high
f`aa`@M@D[IEDdhbeiqUAAQUP@@	r3	mol	reproductive	high
f`apRBNJMACo@BES{lddJVbbbfcKUURsP@@	r3	mol	reproductive	high
f`aq@@DV\CHheEDcddkSTE@UP@@	r3	mol	reproductive	high
f`i@P@@HD[HhdihdhUSbkN|uHPTUB@@	r3	mol	reproductive	high
f`i@P@@HTYIe[VUZLeiwfi@HjhP@@	r3	mol	reproductive	high
f`i@a@FRAD^bDfUm[WirRkN`BJ@BH@@	r3	mol	reproductive	high
f`iP@@@TRfY]{WEAJ]zPhH@B@@@	r3	mol	reproductive	high
f`iQA@B\|@HpDISLzsnRdcN}TaAQUD@@	r3	mol	reproductive	high
f`ia`@D@M{HhhhddYdJVkN|uPTDUD@@	r3	mol	reproductive	high
f`q@@@DjYU[oxjQh@@BJ`@@	r3	mol	reproductive	high
f`q@@`@QAHbtQzHrJJKKQIPlxYtDA@DP@@@	r3	mol	reproductive	high
f`q@A`@XaLQfHKDMb^qDfYn}gyJshHb@``@@	r3	mol	reproductive	high
f`q@`@@HR[YWYTTg^Z`@`@@@@	r3	mol	reproductive	high
f`qA`@@HddrsLk~gV|u@D@@@@@	r3	mol	reproductive	high
f`qHA@DBMxDQhHRYWVY~cMV`@jikHDMH	r3	mol	reproductive	high
f`qHP@DXxHDg^rJIQSPiITyhsSUUUS@@@	r3	mol	reproductive	high
f`qI`@DXUh@oYEEEELTlfRtYjjZfi`@@	r3	mol	reproductive	high
f`qI`BHDDhBOPeGIMsOljpSoMSUUUL@@	r3	mol	reproductive	high
f`qPA@B^ADVbLbbbrtRTKNF]A@PAD@@@	r3	mol	reproductive	high
f`qPHAHV@cGIF]zDxzt~{HhmEDdThJRmMUUUST@@	r3	mol	reproductive	high
f`qPP@LT@cfdfV^V]IRwfjhJBD@@	r3	mol	reproductive	high
f`qP`@DV@YIfYmYZLuyj`hFb@@@	r3	mol	reproductive	high
f`qP`@DXAqIfWnUrL]yjihHB@@@	r3	mol	reproductive	high
f`qPaABLEh@Q@HIKIEvnrQJJJIQXj][uPAA@@@@@	r3	mol	reproductive	high
f`qQA@CVHBHEDYEEDeMCLfR]zBBbfh`@@	r3	mol	reproductive	high
f`qQB@G^`@HRkfUWvQmVZ@@@J@@@	r3	mol	reproductive	high
f`qQ`@BF@abS\oLkjL{sUUHPD@@@	r3	mol	reproductive	high
f`qQ`@BZ@crS]lrnruYsUTa@T@@@	r3	mol	reproductive	high
f`qQa@LL`bp@b`QddebRRRrxKQejZ@J`@@	r3	mol	reproductive	high
f`qQb@FBt{p@aJYUW]lTEJfZjZZ`@@	r3	mol	reproductive	high
f`qQb@LD``P@cIICDhhlUrSoKUST@@@@	r3	mol	reproductive	high
f`q`P@L@PZvQQISQIPiVg^ZhBBjH@@	r3	mol	reproductive	high
f`q`a@APX@H}HIUwOJ~JUgMRtDAP@@	r3	mol	reproductive	high
f`q`a@IN|BHDDILklnmQbmP@TuSB@@	r3	mol	reproductive	high
f`q`b@ILD@HrQQJJMQITX{uMTt@D@@@	r3	mol	reproductive	high
f`qa@@E@rQQIZYQF\EjuA@TuQ@@@	r3	mol	reproductive	high
f`qaB@AFADYEEDeHUDV\]z@`jfh`@@	r3	mol	reproductive	high
f`qaB@BXAHYDihiheD]F]zfh@@@@@@	r3	mol	reproductive	high
f`qa`@D@x{HhheKDeeQakMUL@EP@@	r3	mol	reproductive	high
f`qa`@L@QqIgfUnyZTYjBBJh`@@	r3	mol	reproductive	high
f`qi`@DTxIPC^rJIQQJiILyISUKMUU@@@	r3	mol	reproductive	high
f`qp@@@Hpds\rj~gV|uP@@@@@@	r3	mol	reproductive	high
f`qpP@DXxBSoYEDhihTdjBtYijjji`@@	r3	mol	reproductive	high
f`qpa@LR}A@@`PQddaTTRRUtxuejBPha@@	r3	mol	reproductive	high
f`qqaBLDhJR`AA`bdr{IEELiiXeacoTtsMMR@@	r3	mol	reproductive	high
f`~@P@@HtYIeU]mVjjij`@@	r3	mol	reproductive	high
f`~@`@@^rIRHiIJQUUUUU@@@	r3	mol	reproductive	high
f`~@p@@HYHsdf]UUVZjjjf@@	r3	mol	reproductive	high
f`~@p@@TYhwdiUUU]jjjjj@@	r3	mol	reproductive	high
f`~@q@HHpjs`AA`cIIChlhmHmUUTl@@	r3	mol	reproductive	high
f`~A@@@ILjjjjuUUUT@@	r3	mol	reproductive	high
f`~PA@F\@DPBDiUVYUjjjjj@@	r3	mol	reproductive	high
f`~`J@NPQafcN|CprRRjYQQFMTuSS@@@	r3	mol	reproductive	high
f`~a@@D@rJIIJHiIMSUMU@PRe@	r3	mol	reproductive	high
f`~hPBHXhsPDV]BT\dvvjw[TuUSP@@	r3	mol	reproductive	high
fbc@@@LdbbbbbbQQsEBMKuhir@@@@@@@@@@	r3	mol	reproductive	high
fbc@@@LdbbbbbbcJwEB]Hu`ir@@@@@@@@@@	r3	mol	reproductive	high
fbca`@D@BeIfYeUuu`iJMytTyZh@P@bjB@@	r3	mol	reproductive	high
fbca`DK@iftiSJzljlxipVk^bEMA@@@DU@P@@	r3	mol	reproductive	high
fbe@@@LdbbTbsbrTWESMUSSML@dESY|`	r3	mol	reproductive	high
fbe@P@@LU[HhhhehcBdeHsPTEEUT@@@	r3	mol	reproductive	high
fbe`p@L@PkPTiLjlr{{V|uU@pQS@@@	r3	mol	reproductive	high
fbei`@LTDjpDIRYUyWYVtYjj@Bjj@@@	r3	mol	reproductive	high
fbepb@BZ}IPHaIf]V_VUgHHBfjjh@@	r3	mol	reproductive	high
fbepb@BZ}IPLQIf]V_VUgHHBfjjh@@	r3	mol	reproductive	high
fbexc@LDXXJ\pP@HdD^BLddNfRRbRrcoKTuUKTt@@	r3	mol	reproductive	high
fbm@A@@IdHaJkfYUU|tWICfj@@@@@@@@	r3	mol	reproductive	high
fbm@P@@BSgHhhhheEl\hHrgV|t@PDASP@@@	r3	mol	reproductive	high
fbmAB@H@SDjnYeUWsQ\dNZh@@@@@@@@	r3	mol	reproductive	high
fbmAB@H@SDjnYeUWsQ\dNZjjjjjjh@@	r3	mol	reproductive	high
fbmAP@@BLENQQQQQQQYG[bm^]Eh@bHAJ`@@	r3	mol	reproductive	high
fbmAP@@HeENQQJJJIKZIUgMNmyj@H@Bj`@@	r3	mol	reproductive	high
fbmA`@@ZMdRbbTVTJRRxIwdyXBBjZ@@@@@	r3	mol	reproductive	high
fbmHR@LLDhwdy@DYHieDdUDhlnBdipZ@`Zjjhh@@	r3	mol	reproductive	high
fbmIR@AZ|fBKNb@HrRPrJI[QQETEHr\kUUUMRmP@@	r3	mol	reproductive	high
fbmIR@LLDiAoIr@HrJSJIHjIQY\EIS`uUJuUUUP@@	r3	mol	reproductive	high
fbmP@@@FRieYgUWxYrPyjj`B@HH@@@	r3	mol	reproductive	high
fbmP@@@IrRJJIQJIHdjmhKhu@DPQAT@@@	r3	mol	reproductive	high
fbmPB@AIADILklsJktYyL\p@UTEAA@@@	r3	mol	reproductive	high
fbmP`@DJ@{HhhhhhdhbRqUhaRuP@pPAP@@@	r3	mol	reproductive	high
fbmP`@DJAgHhhhhhdhcjqUhaRuP@pDAP@@@	r3	mol	reproductive	high
fbmPb@AJ|dDPdrmrljoSfgQs@DMPTBD@@@	r3	mol	reproductive	high
fbmQ`@DX@sJSJmsJkyJNbEKUM@@@E@@@	r3	mol	reproductive	high
fbm`B@I@bDfYYu^yV\uYNXB@P`B@@DAP	r3	mol	reproductive	high
fbma@@I@rQSQIYQQIH|ExJ\tAAUAPA@@@	r3	mol	reproductive	high
fbmaB@KDADILsjlmklxZr\pPEUPPA@@@	r3	mol	reproductive	high
fbmhR@DXXJQoIrBHrJIJKJFIQYTyIS`pAEUUUPp@@	r3	mol	reproductive	high
fbmiP@DTxIPC^SgHheEDjheEdsdeNBuRsUUUU@@@	r3	mol	reproductive	high
fbmiP@LF]EHIJugIEEEDdhjllRegAcUUUPHET@@@	r3	mol	reproductive	high
fbmpC@KQRBHDDZBLbbbRaRtTRSNJtgLAAUMUjTBFh	r3	mol	reproductive	high
fbmp`@DXHBRSL|lvj}F^SGKUUH@@A@@@	r3	mol	reproductive	high
fbmp`@LFbAFQQISISJQIFRcVbej`@jjjJ@@	r3	mol	reproductive	high
fbmq@@ARLAJ[eg_fWbmFSf``Xj@`D@@	r3	mol	reproductive	high
fbmq@@DBBAIeeU{e^VgASejBBIB@H@@	r3	mol	reproductive	high
fbmq@@IJLAJ[V{WeY`mFbf`BFj@BD@@	r3	mol	reproductive	high
fbmq@@IJLAJ[V{WfU`mFSf`BFj@`D@@	r3	mol	reproductive	high
fbu@P`HHdhCaapXxZ\LdTbdQLblRRmIsUUUUP@P@@	r3	mol	reproductive	high
fbuA@@@ILsOsJk~SGKUUP@@@@@@	r3	mol	reproductive	high
fbuAb@KIrBHrJJIJKIQGJLx[tAAUSULP@@	r3	mol	reproductive	high
fbuHa@LRlFB@A@`cIIBhhddmeIiqkKTDaQUP`@@	r3	mol	reproductive	high
fbuI`@DXtX@dyEEEEDbddUFRLyjjZjZfX@@	r3	mol	reproductive	high
fbuPP@DD@xL\bbTRTRVReUNRLu@aQTuP@@	r3	mol	reproductive	high
fbuPb@GQxDDPdrnlkk]QakP@T@EMP@@@	r3	mol	reproductive	high
fbuPc@IFSdD`bPqHYEHXdimDheAJCFj@H`HF@@@	r3	mol	reproductive	high
fbuPr@NBYhwdyAbIJsNk[NbdxLtmTuUUPHP`	r3	mol	reproductive	high
fbuQP@DA@JR\yEEEDhdUmMBLLyj`VBJf`@@	r3	mol	reproductive	high
fbuQP@DTAqTTyEDhhkMEDhfBCejii``X`@@	r3	mol	reproductive	high
fbuQP@DV@JR\yEEEDhdXceBLMyj`VBbf`@@	r3	mol	reproductive	high
fbuQ`@DX@ZvQQZQQQQIH{rXyZj`A`@@@@	r3	mol	reproductive	high
fbuQa@EVEHpHc`QdTRVTaTrbRhqNX@IZZjh`@@	r3	mol	reproductive	high
fbu`Q@LJMxH@cHQdbbRbTTRfuqQrZj`f`ZJ@@@	r3	mol	reproductive	high
fbu`R@DFmzH@aIfYU^]^QmNZhJBbjh@@	r3	mol	reproductive	high
fbu`c@IQRBPQHXdLbdLRTvbbTPeAsU@DPPL@@@	r3	mol	reproductive	high
fbuaP@D@M[tTfYeUyuyFtyj`hJJj`@@	r3	mol	reproductive	high
fbuaPBH@PrQhRclbfbbtQfbRpeQRtDDS@A@@@	r3	mol	reproductive	high
fby@A@@IdHaJkUUUUVjjjjjj@@	r3	mol	reproductive	high
fby@`@@HR[UUUUUZjjffj`HTvP	r3	mol	reproductive	high
fby@`@@YRUUUUUUjknknj`@@	r3	mol	reproductive	high
fbyPH@BZ@bR`qSgHieDeDXdhhuUSUTs@@@	r3	mol	reproductive	high
fbyPq@BY`cGhi@DABLddNRRRRRTbuUUUTl@@	r3	mol	reproductive	high
fbyQ@@DX@dsLjjjjuUUUUU@@@	r3	mol	reproductive	high
fb}@@@DjYee]^RD[S`q@@@@@B`@@@	r3	mol	reproductive	high
fb}@@@LdbbbbbTqvwEBlXJ\`@A@D@@@@@	r3	mol	reproductive	high
fb}@`@@YRYVumUWhrRkNbf@@@@@B@@@@	r3	mol	reproductive	high
fb}@`@@YRYVum[ehrRkNBf@BjjjjJ`@@	r3	mol	reproductive	high
fb}@`D@HQvQSRJIJUJYHRiZ]yNVjjjjjjj@@	r3	mol	reproductive	high
fb}AB@L`BLbbdRQfRfRqNRUYtTuUUUP@UP@@	r3	mol	reproductive	high
fb}A`@@JsdbbTTRrLrVqPVkNbfjjjj@Bj@@@	r3	mol	reproductive	high
fb}A`@@\sdTTbRLrTrVIrRkNbejjjj@Bj@@@	r3	mol	reproductive	high
fb}P@@@NrRJJIQJKEKB\hvoQsTEQ@PDT@@@	r3	mol	reproductive	high
fb}P@@@PRfYVVwWppQoIcfZj``@@X@@@	r3	mol	reproductive	high
fb}P@@@XrQQQJJYIKXxXHshaRuS@D@AT@@@	r3	mol	reproductive	high
fb}PB@NZADILkljlktXkS`is@ATu@`E@@@	r3	mol	reproductive	high
fb}Q@@AJ@drmvjroSbmNBgL@PttD@T@@@	r3	mol	reproductive	high
fb}Q@@EI@drmrsvoSdeV\gL@PDPD@P@@@	r3	mol	reproductive	high
fb}Q@@IZ@eMk]jmjpVcN|gM@DMM@@T@@@	r3	mol	reproductive	high
fb}QB@I^DBHrJIKJSQQIHtYjw`is@AUTC@E@@@	r3	mol	reproductive	high
fb}``@H`YdTTTTTLQbJxkUg^bfBH@bBjH`@@	r3	mol	reproductive	high
fb}a@@H`rQSISJQIIHlxjwhaSP@UUUUEP@@	r3	mol	reproductive	high
fb}pB@ARTBHRYWYUVuhqVg^Sf@BZZP@J@@@	r3	mol	reproductive	high
fb}pB@ARTBPRYWYUVuhqVg^Sf@BZZP@J@@@	r3	mol	reproductive	high
fb}q@@DDtAIf[eUo\cMNlENVjdJ@@A`@@	r3	mol	reproductive	high
fb}q@@IJtAJ[V{UUU`mF]yNZ@HZZ`@`@@	r3	mol	reproductive	high
fde@``ARAbDq@xd\QIf]UUUYqVg^``Jh@h@@@	r3	mol	reproductive	high
fdeH@@@XH[IEEEeddhUSdeV\ADUUUQP@@	r3	mol	reproductive	high
fdeIB@LLxxH@aJWYUWVpPTcViYj@JZ@@@	r3	mol	reproductive	high
fdeP@@@PReenUe|TLGtYj`@B@P@@	r3	mol	reproductive	high
fdeP@@@RRi^VV}z\txLZjB`@@`@@	r3	mol	reproductive	high
fdeQ@@DXAdTTtTTRbqUXp_QZh@``A@@@	r3	mol	reproductive	high
fdeQ`@DT@hvQQJIPqSYIgMVCEjjif@H@@@	r3	mol	reproductive	high
fdeQ`@DTAsVQQJJJVKII`cVCEjijZ@H@@@	r3	mol	reproductive	high
fde`a@AZlBHYDYEDeDXhiij\Lywh@bifjJ@@	r3	mol	reproductive	high
fde`b@H\d@HRfYfWwQJMxLZjfZ``H@@	r3	mol	reproductive	high
fdeaB@OBADILk\}vmNJLFL@PuP@D@@@	r3	mol	reproductive	high
fdehB@L\tYp@cIEDeEEDdfKUgAcPQ@EP@`@@	r3	mol	reproductive	high
fdei`@LZlFHIJrQQQQYQEYDhZw`uUUPHEP@@	r3	mol	reproductive	high
fdi@Q@ARUh@Q`HRf^yoYlTjVfZjj@@	r3	mol	reproductive	high
fdi@`@@FrJJIJQIFPly@PUUUP@@	r3	mol	reproductive	high
fdiA`@@HedTtbJRbbV|Ejjj@``@@	r3	mol	reproductive	high
fdiHbBDBuxLPQGicvQQIYJJIHrcH@Jjjf@@@	r3	mol	reproductive	high
fdi``@D@TdrrvokFluUA@UP@@	r3	mol	reproductive	high
fdiqb@JLtRR`RFQQQYIPiIIgJVjVjj`@@	r3	mol	reproductive	high
fdiqb@LR}A@`AFRREQQKKI[UejA`bj@@@	r3	mol	reproductive	high
fdq@P@@HMYIeUU{UZjjijh@@	r3	mol	reproductive	high
fdq@P@@HM[HhddhbidhuUUSUP@@	r3	mol	reproductive	high
fdqPP@LQ@`p\bbRTTaVRcUUUUS@@@	r3	mol	reproductive	high
fduP@@@PRfYVuU\LxIt_Afjh@@A@@@	r3	mol	reproductive	high
fduP@@@PRfYemurLyJp_QfjB@@A`@@	r3	mol	reproductive	high
fduP@@@XrQQQJJEIKXYpU`~buS@@@E@@@	r3	mol	reproductive	high
fduQ@@DVAdTTRbLRrRYrVcVCEjejjjjh@@	r3	mol	reproductive	high
fdup@@@PheLr|jjxipSh~CMUP@@B@@@	r3	mol	reproductive	high
fdy@A`@QAHadPzHCDQbLbbbfJbRbwAV}ADD@QP@@@	r3	mol	reproductive	high
fdy@`@@HRYUm]eUZCEjh@H@@@@	r3	mol	reproductive	high
fdy@`@@HrJZJIPiSIBdFKUUUP@H@@	r3	mol	reproductive	high
fdy@`@@QRYWYnuzL|F@Bj`@`@@	r3	mol	reproductive	high
fdy@a@CVADQbLbbRrbbbQuF^C@ATC@P@@@	r3	mol	reproductive	high
fdy@b@@qAHILrrkssIF}A@AAPp@@@	r3	mol	reproductive	high
fdyA@@@IMLrroioNcU@DPA@@@@	r3	mol	reproductive	high
fdyAP@@BUhNQQQQQQDqIdgAZYjZZj`@@	r3	mol	reproductive	high
fdyA`@@DMdTTTtRRQtXKSfiB`XZ`@@	r3	mol	reproductive	high
fdyA`@@HedTtbabRrRMXLVjjfh@@@@	r3	mol	reproductive	high
fdyAa@OAbBPUHYEEDhddYeFRMZB@B@i`@@	r3	mol	reproductive	high
fdyAb@FAb@HrQQJVIKJJDihuRl@ESP@@	r3	mol	reproductive	high
fdyAb@NV\@HrQQQPsQSHdhFMRsTC@P@@	r3	mol	reproductive	high
fdyH`@DXxHDlbbTTRbTrmNAbtuSUUU@@@	r3	mol	reproductive	high
fdyHb@LBeFB@AFRREQQIIZ[Sk^Vh@@@h@@@	r3	mol	reproductive	high
fdyP`@DR@IIf_mfYHstVjihBH`@@	r3	mol	reproductive	high
fdyP`@DZ@GHhleEEDbmKSoMURE@U@@@	r3	mol	reproductive	high
fdyP`@MNAKIEDheEDZhHvkTDQTMTP@@	r3	mol	reproductive	high
fdyPb@INHDD`dsJnnkLDkTDDUUSB@@	r3	mol	reproductive	high
fdyPb@NJCDDQdTTRatRbTXIwhBH`HF@@@	r3	mol	reproductive	high
fdyQ@@DQAdTRbbRbbuUzpVh@@bB@@@	r3	mol	reproductive	high
fdyQ`@BN@`VQSQIQPqIXs`qZjfdHB@@@	r3	mol	reproductive	high
fdyQ`@DLAHrSKjrmjZpXmUUU@A@@@	r3	mol	reproductive	high
fdyQ`@DZAxJSNlrnkKUgMURDAU@@@	r3	mol	reproductive	high
fdy``@F@PdwLkwKBUxKPPPAA@@@	r3	mol	reproductive	high
fdy```LHx@H}HAdHrFQQIYJIJFPeCVZjh@Jj@@@	r3	mol	reproductive	high
fdy`b@LHx@HrJIKIQIPrDhZsUU@AUP@@	r3	mol	reproductive	high
fdy`b@N^BBHrJJIPzJIQLDzLADPPL@@@	r3	mol	reproductive	high
fdyppBDDDCbkAbR^]dTtRaTRbrXHsfiZjjjh@@	r3	mol	reproductive	high
fdyqb@LFcA@`AFRREQQIJH{WcVVhIBhhP@@	r3	mol	reproductive	high
fgAAB@A@bDfUmmZLEHuh@J@@`@@	r3	mol	reproductive	high
fgAQ@@BT@dsJ}kQ`iFmTuP@T@@@	r3	mol	reproductive	high
fgApB@LLx@HRevUUpPTcViYj@H@@@	r3	mol	reproductive	high
fha@B@@IbURjjjmUUUUT@@	r3	mol	reproductive	high
fha@R@HHehBYddbRRbbSUUULuT@@	r3	mol	reproductive	high
fha@R@HHpPG`eUjjjjuUUUU@@@	r3	mol	reproductive	high
fha@b@HR@fYIHddhdbeUUSUU@@@	r3	mol	reproductive	high
fhaPq@BA`cAg^@DVBLddNbbbjdVjjje`@@	r3	mol	reproductive	high
fha`@@@IJjjjjuUUUUP@@	r3	mol	reproductive	high
fheA@@@YEEDhmEhbpTmFmxKPI@TAB@@@	r3	mol	reproductive	high
fhe`@@@YHhhhdeEbRdcZ|xM@@@@A@@@@	r3	mol	reproductive	high
fhi@B@@QFQQQJGQSILyxLAAU@@@@@	r3	mol	reproductive	high
fhi@B`@QAHadPzHCDYEEELUDeCpUoPQA@DP@@@	r3	mol	reproductive	high
fhi@`@@ArJIKJQPiZcG^`@j`@`@@	r3	mol	reproductive	high
fhi@`@@HR[fyYwU[pVjB@@@@@@	r3	mol	reproductive	high
